TransactionID,CustomerID,TransactionDate,TransactionAmount,TransactionType,Currency,CounterpartyID,CounterpartyCountry,TransactionChannel,TransactionPurpose,FlagStatus
TRANS010929,CUST00160,2024-11-15,86906.0,Transfer,EUR,COUNTER2460,Tanzania,Branch,Personal,Yes
TRANS010930,CUST00351,2024-10-05,79500.3,Transfer,JPY,COUNTER9028,Switzerland,Branch,Investment,Yes
TRANS010931,CUST00022,2024-06-04,75975.86,Credit,USD,COUNTER7269,San Marino,Branch,Investment,Yes
TRANS010932,CUST00605,2024-03-07,48012.65,Debit,EUR,COUNTER9365,Russian Federation,Online,Investment,Yes
TRANS010933,CUST00980,2024-01-04,41482.92,Transfer,GBP,COUNTER5756,Grenada,ATM,Investment,Yes
TRANS010934,CUST00993,2024-02-01,85265.23,Debit,GBP,COUNTER9797,Vanuatu,Branch,Business,Yes
TRANS010935,CUST00294,2024-08-30,82276.8,Credit,JPY,COUNTER9450,Palestinian Territory,Online,Investment,Yes
TRANS010936,CUST00806,2024-10-15,46252.71,Transfer,EUR,COUNTER5117,San Marino,Online,Investment,Yes
TRANS010937,CUST00406,2024-06-21,1105.32,Debit,USD,COUNTER5593,Brazil,Online,Personal,No
TRANS010938,CUST00406,2024-01-09,45555.81,Credit,JPY,COUNTER5986,Tajikistan,Branch,Investment,Yes
TRANS010939,CUST00257,2024-05-29,18389.14,Debit,JPY,COUNTER4419,Seychelles,ATM,Personal,Yes
TRANS010940,CUST00290,2024-04-23,68236.04,Credit,GBP,COUNTER1142,Senegal,Branch,Investment,Yes
TRANS010941,CUST00993,2024-11-03,86611.95,Credit,GBP,COUNTER8541,Russian Federation,ATM,Business,Yes
TRANS010942,CUST00417,2024-11-20,94276.78,Credit,GBP,COUNTER9531,Austria,ATM,Business,Yes
TRANS010943,CUST00536,2024-09-15,6835.21,Credit,EUR,COUNTER5663,Montserrat,Online,Personal,No
TRANS010944,CUST00808,2024-09-24,23867.4,Debit,USD,COUNTER7253,Marshall Islands,Branch,Investment,Yes
TRANS010945,CUST00466,2024-07-31,84927.37,Credit,USD,COUNTER3621,Christmas Island,Online,Business,Yes
TRANS010946,CUST00064,2024-03-20,42999.21,Credit,GBP,COUNTER5104,Cocos (Keeling) Islands,ATM,Business,Yes
TRANS010947,CUST00277,2024-11-06,9014.6,Transfer,JPY,COUNTER4813,Paraguay,ATM,Investment,No
TRANS010948,CUST00923,2024-05-20,27242.34,Transfer,USD,COUNTER5400,Portugal,ATM,Investment,Yes
TRANS010949,CUST00771,2024-05-28,14213.02,Credit,GBP,COUNTER6664,Israel,Online,Investment,Yes
TRANS010950,CUST00742,2024-11-02,49458.05,Credit,JPY,COUNTER5541,Ukraine,Online,Investment,Yes
TRANS010951,CUST00227,2024-04-29,76914.87,Credit,GBP,COUNTER8052,Chile,ATM,Personal,Yes
TRANS010952,CUST00102,2024-07-09,38069.59,Credit,EUR,COUNTER6152,China,ATM,Business,Yes
TRANS010953,CUST00107,2024-02-06,98824.97,Transfer,USD,COUNTER2597,Aruba,Online,Business,Yes
TRANS010954,CUST00144,2024-04-07,56525.92,Debit,EUR,COUNTER9926,Belgium,Online,Personal,Yes
TRANS010955,CUST00390,2024-09-19,61103.6,Credit,EUR,COUNTER3420,Benin,ATM,Investment,Yes
TRANS010956,CUST00738,2024-08-07,3905.63,Debit,USD,COUNTER4289,Nauru,Online,Personal,No
TRANS010957,CUST00378,2024-10-07,1935.57,Debit,USD,COUNTER9581,Faroe Islands,Online,Business,No
TRANS010958,CUST00729,2024-02-22,58958.49,Transfer,GBP,COUNTER4124,North Macedonia,ATM,Investment,Yes
TRANS010959,CUST00915,2024-01-21,82484.61,Credit,USD,COUNTER8725,Croatia,Branch,Business,Yes
TRANS010960,CUST00931,2024-11-27,13218.42,Credit,GBP,COUNTER1193,United Kingdom,ATM,Business,Yes
TRANS010961,CUST00699,2024-02-13,64345.01,Transfer,EUR,COUNTER2104,United States Virgin Islands,Branch,Personal,Yes
TRANS010962,CUST00198,2024-08-24,60494.1,Transfer,JPY,COUNTER2618,Palestinian Territory,Online,Personal,Yes
TRANS010963,CUST00112,2024-05-31,37611.45,Transfer,USD,COUNTER3437,Congo,Branch,Business,Yes
TRANS010964,CUST00586,2024-10-02,22249.54,Credit,JPY,COUNTER3387,Congo,Online,Business,Yes
TRANS010965,CUST00919,2024-06-27,780.98,Credit,GBP,COUNTER2956,Philippines,ATM,Personal,No
TRANS010966,CUST00801,2024-01-03,14328.47,Transfer,USD,COUNTER3539,Sri Lanka,Online,Personal,Yes
TRANS010967,CUST00617,2024-05-29,11827.28,Credit,GBP,COUNTER1578,Norfolk Island,Branch,Business,Yes
TRANS010968,CUST00357,2024-03-25,85358.39,Transfer,GBP,COUNTER7569,Austria,Branch,Personal,Yes
TRANS010969,CUST00044,2024-07-28,86994.01,Transfer,EUR,COUNTER3661,Gambia,ATM,Personal,Yes
TRANS010970,CUST00028,2024-01-23,90247.92,Credit,JPY,COUNTER4963,Senegal,ATM,Personal,Yes
TRANS010971,CUST00196,2024-02-22,20933.92,Transfer,JPY,COUNTER2769,Burkina Faso,Online,Investment,Yes
TRANS010972,CUST00337,2024-03-08,9107.01,Transfer,EUR,COUNTER6863,Cambodia,ATM,Business,No
TRANS010973,CUST00981,2024-06-13,33645.21,Debit,USD,COUNTER1077,Slovakia (Slovak Republic),Branch,Investment,Yes
TRANS010974,CUST00017,2024-02-24,34524.4,Transfer,USD,COUNTER6976,Saudi Arabia,ATM,Investment,Yes
TRANS010975,CUST00548,2024-09-10,90887.04,Debit,GBP,COUNTER3616,Malawi,ATM,Personal,Yes
TRANS010976,CUST00506,2024-10-17,48210.25,Transfer,EUR,COUNTER6166,Australia,ATM,Business,Yes
TRANS010977,CUST00581,2024-07-26,6852.49,Debit,JPY,COUNTER1667,Samoa,Branch,Investment,No
TRANS010978,CUST00760,2024-07-15,58337.28,Debit,USD,COUNTER6060,Dominica,Branch,Personal,Yes
TRANS010979,CUST00493,2024-04-16,79123.21,Transfer,JPY,COUNTER9069,Iceland,Online,Investment,Yes
TRANS010980,CUST00521,2024-06-23,17968.25,Transfer,JPY,COUNTER6005,Bhutan,Branch,Personal,Yes
TRANS010981,CUST00747,2024-02-29,10008.98,Debit,USD,COUNTER4562,Uganda,Online,Personal,Yes
TRANS010982,CUST00654,2024-10-31,64649.97,Debit,JPY,COUNTER9348,Serbia,Online,Investment,Yes
TRANS010983,CUST00803,2024-03-20,40565.07,Debit,EUR,COUNTER3891,Antarctica (the territory South of 60 deg S),ATM,Business,Yes
TRANS010984,CUST00960,2024-08-22,91211.9,Credit,JPY,COUNTER7886,Malaysia,ATM,Investment,Yes
TRANS010985,CUST00511,2024-09-27,49816.1,Credit,EUR,COUNTER7897,Tajikistan,ATM,Investment,Yes
TRANS010986,CUST00567,2024-11-12,80128.44,Transfer,EUR,COUNTER3893,Wallis and Futuna,Branch,Personal,Yes
TRANS010987,CUST00269,2024-11-01,27343.33,Transfer,USD,COUNTER4321,Slovakia (Slovak Republic),Branch,Personal,Yes
TRANS010988,CUST00049,2024-04-12,31502.18,Transfer,GBP,COUNTER9861,Mauritius,ATM,Business,Yes
TRANS010989,CUST00356,2024-06-09,37171.01,Transfer,JPY,COUNTER9874,Gibraltar,ATM,Business,Yes
TRANS010990,CUST00648,2024-03-26,86895.81,Debit,GBP,COUNTER4566,Norway,ATM,Personal,Yes
TRANS010991,CUST00877,2024-04-08,21190.04,Debit,GBP,COUNTER9359,Kuwait,Branch,Personal,Yes
TRANS010992,CUST00321,2024-04-19,23627.46,Credit,GBP,COUNTER9792,Syrian Arab Republic,Online,Personal,Yes
TRANS010993,CUST00153,2024-07-16,63462.1,Transfer,JPY,COUNTER6178,Burkina Faso,Branch,Investment,Yes
TRANS010994,CUST00035,2024-09-06,44387.75,Transfer,JPY,COUNTER6158,Congo,Online,Personal,Yes
TRANS010995,CUST00437,2024-03-31,38928.95,Transfer,EUR,COUNTER2896,Montenegro,Online,Personal,Yes
TRANS010996,CUST00622,2024-11-12,62149.43,Debit,GBP,COUNTER3186,Mozambique,ATM,Investment,Yes
TRANS010997,CUST00578,2024-11-16,64305.22,Transfer,GBP,COUNTER1691,Senegal,ATM,Personal,Yes
TRANS010998,CUST00010,2024-08-28,37372.18,Debit,GBP,COUNTER3412,Guatemala,Branch,Business,Yes
TRANS010999,CUST00921,2024-07-04,35266.52,Debit,USD,COUNTER4292,India,ATM,Business,Yes
TRANS011000,CUST00182,2024-10-10,96895.89,Debit,JPY,COUNTER2242,Cyprus,Online,Business,Yes
TRANS011001,CUST00354,2024-04-04,94545.1,Debit,JPY,COUNTER6413,Austria,ATM,Personal,Yes
TRANS011002,CUST00392,2024-06-30,7628.61,Transfer,USD,COUNTER8604,Panama,ATM,Business,No
TRANS011003,CUST00992,2024-09-25,5091.4,Credit,USD,COUNTER6625,Lebanon,ATM,Business,No
TRANS011004,CUST00096,2024-03-27,9190.21,Debit,EUR,COUNTER4348,Liechtenstein,ATM,Investment,No
TRANS011005,CUST00291,2024-07-13,74952.08,Credit,USD,COUNTER9376,Tajikistan,Online,Personal,Yes
TRANS011006,CUST00500,2024-01-06,13554.39,Credit,GBP,COUNTER3760,Guinea,Online,Investment,Yes
TRANS011007,CUST00555,2024-09-18,22883.25,Debit,EUR,COUNTER8304,New Zealand,ATM,Personal,Yes
TRANS011008,CUST00843,2024-07-10,87401.41,Debit,GBP,COUNTER8763,Antigua and Barbuda,ATM,Personal,Yes
TRANS011009,CUST00845,2024-10-09,44396.39,Credit,JPY,COUNTER6887,Belize,Branch,Personal,Yes
TRANS011010,CUST00078,2024-01-05,26770.42,Debit,USD,COUNTER1646,Guinea-Bissau,ATM,Personal,Yes
TRANS011011,CUST00501,2024-01-23,14355.8,Credit,USD,COUNTER6454,Mongolia,Online,Business,Yes
TRANS011012,CUST00789,2024-03-22,37798.11,Credit,GBP,COUNTER6706,Anguilla,Online,Investment,Yes
TRANS011013,CUST00446,2024-09-03,12070.01,Debit,USD,COUNTER6556,Estonia,ATM,Investment,Yes
TRANS011014,CUST00803,2024-04-26,84680.22,Debit,USD,COUNTER1667,Latvia,Branch,Investment,Yes
TRANS011015,CUST00069,2024-02-09,30787.63,Debit,USD,COUNTER3629,Antarctica (the territory South of 60 deg S),Branch,Business,Yes
TRANS011016,CUST00941,2024-10-09,73766.18,Debit,EUR,COUNTER4056,Japan,Branch,Investment,Yes
TRANS011017,CUST00314,2024-03-11,82359.84,Debit,USD,COUNTER5477,Bermuda,ATM,Investment,Yes
TRANS011018,CUST00592,2024-08-21,66338.09,Transfer,GBP,COUNTER8948,Gibraltar,ATM,Business,Yes
TRANS011019,CUST00526,2024-02-28,97243.28,Transfer,EUR,COUNTER8766,Western Sahara,ATM,Personal,Yes
TRANS011020,CUST00544,2024-06-04,3959.51,Transfer,GBP,COUNTER8662,Latvia,Branch,Personal,No
TRANS011021,CUST00646,2024-02-10,95090.19,Debit,JPY,COUNTER1248,Nicaragua,ATM,Personal,Yes
TRANS011022,CUST00004,2024-04-01,71725.73,Credit,GBP,COUNTER3078,Lebanon,Branch,Investment,Yes
TRANS011023,CUST00462,2024-10-31,88056.58,Credit,JPY,COUNTER2993,Saint Lucia,ATM,Personal,Yes
TRANS011024,CUST00353,2024-10-27,84616.37,Transfer,EUR,COUNTER3368,Saint Kitts and Nevis,Online,Personal,Yes
TRANS011025,CUST00046,2024-01-09,31106.57,Transfer,JPY,COUNTER9222,Zimbabwe,Online,Investment,Yes
TRANS011026,CUST00620,2024-12-03,19238.82,Credit,USD,COUNTER9100,Hong Kong,Branch,Business,Yes
TRANS011027,CUST00843,2024-04-15,59144.46,Debit,EUR,COUNTER2162,Barbados,Online,Investment,Yes
TRANS011028,CUST00248,2024-01-02,90479.9,Credit,GBP,COUNTER8314,Reunion,ATM,Investment,Yes
TRANS011029,CUST00284,2024-05-16,29286.59,Debit,USD,COUNTER9840,Turks and Caicos Islands,Online,Investment,Yes
TRANS011030,CUST00022,2024-01-30,76647.93,Transfer,USD,COUNTER3323,Senegal,ATM,Business,Yes
TRANS011031,CUST00861,2024-09-18,21910.03,Debit,EUR,COUNTER1126,Turkey,ATM,Personal,Yes
TRANS011032,CUST00181,2024-04-09,65974.09,Transfer,EUR,COUNTER5977,Norfolk Island,Branch,Business,Yes
TRANS011033,CUST00004,2024-05-21,48136.82,Credit,USD,COUNTER3075,Brazil,Branch,Investment,Yes
TRANS011034,CUST00365,2024-04-13,27270.36,Credit,JPY,COUNTER6963,Argentina,Branch,Investment,Yes
TRANS011035,CUST00399,2024-03-14,44089.54,Debit,USD,COUNTER1889,Poland,Branch,Investment,Yes
TRANS011036,CUST00301,2024-09-29,29846.91,Credit,USD,COUNTER9236,Monaco,Online,Business,Yes
TRANS011037,CUST00027,2024-09-28,60225.51,Transfer,USD,COUNTER8404,Cape Verde,ATM,Investment,Yes
TRANS011038,CUST00333,2024-08-12,34984.41,Debit,GBP,COUNTER9291,Montenegro,ATM,Investment,Yes
TRANS011039,CUST00981,2024-06-23,8535.84,Credit,GBP,COUNTER1996,Malaysia,Branch,Personal,No
TRANS011040,CUST00990,2024-08-17,26288.32,Debit,USD,COUNTER1736,Somalia,Online,Personal,Yes
TRANS011041,CUST00325,2024-04-04,679.8,Credit,EUR,COUNTER2199,Sao Tome and Principe,Online,Investment,No
TRANS011042,CUST00385,2024-11-24,1074.93,Debit,EUR,COUNTER2227,Jersey,Online,Business,No
TRANS011043,CUST00138,2024-08-31,60538.9,Transfer,GBP,COUNTER7738,Cote d'Ivoire,Online,Investment,Yes
TRANS011044,CUST00152,2024-11-30,62815.07,Debit,JPY,COUNTER7534,British Indian Ocean Territory (Chagos Archipelago),ATM,Business,Yes
TRANS011045,CUST00753,2024-01-24,85466.27,Transfer,USD,COUNTER4416,Australia,Online,Personal,Yes
TRANS011046,CUST00768,2024-03-12,89592.12,Debit,GBP,COUNTER7917,Portugal,Branch,Business,Yes
TRANS011047,CUST00289,2024-08-09,85201.75,Transfer,GBP,COUNTER4736,Tokelau,Online,Business,Yes
TRANS011048,CUST00045,2024-07-31,91290.22,Credit,GBP,COUNTER2786,South Africa,ATM,Business,Yes
TRANS011049,CUST00160,2024-08-19,74311.03,Debit,EUR,COUNTER6644,Papua New Guinea,Online,Personal,Yes
TRANS011050,CUST00093,2024-05-28,85438.18,Transfer,GBP,COUNTER1443,Dominican Republic,ATM,Personal,Yes
TRANS011051,CUST00029,2024-06-10,72821.78,Transfer,EUR,COUNTER2961,Namibia,Online,Personal,Yes
TRANS011052,CUST00328,2024-11-21,96797.02,Debit,EUR,COUNTER3876,Suriname,Online,Investment,Yes
TRANS011053,CUST00477,2024-07-23,94907.91,Credit,EUR,COUNTER2983,Saint Pierre and Miquelon,ATM,Personal,Yes
TRANS011054,CUST00710,2024-12-05,78010.2,Transfer,USD,COUNTER1981,Mayotte,Online,Investment,Yes
TRANS011055,CUST00769,2024-09-19,16139.64,Transfer,USD,COUNTER4605,Djibouti,Online,Business,Yes
TRANS011056,CUST00353,2024-11-13,45945.89,Transfer,JPY,COUNTER1888,Isle of Man,ATM,Business,Yes
TRANS011057,CUST00432,2024-11-30,19735.11,Transfer,EUR,COUNTER4834,Ghana,Branch,Personal,Yes
TRANS011058,CUST00887,2024-08-19,70374.21,Debit,JPY,COUNTER7039,Portugal,Branch,Business,Yes
TRANS011059,CUST00901,2024-04-24,80709.04,Credit,JPY,COUNTER3408,Rwanda,Online,Personal,Yes
TRANS011060,CUST00481,2024-09-30,85526.87,Debit,EUR,COUNTER1557,Costa Rica,Branch,Business,Yes
TRANS011061,CUST00161,2024-09-08,3018.61,Debit,JPY,COUNTER3837,Netherlands,Branch,Business,No
TRANS011062,CUST00439,2024-01-03,3634.0,Credit,JPY,COUNTER4640,Luxembourg,ATM,Personal,No
TRANS011063,CUST00678,2024-09-06,37335.21,Transfer,USD,COUNTER2317,Denmark,Branch,Personal,Yes
TRANS011064,CUST00062,2024-01-02,28097.76,Transfer,EUR,COUNTER1531,Cayman Islands,Online,Personal,Yes
TRANS011065,CUST00817,2024-08-23,87191.1,Credit,JPY,COUNTER4358,Trinidad and Tobago,ATM,Personal,Yes
TRANS011066,CUST00062,2024-01-29,10903.3,Credit,USD,COUNTER1151,Russian Federation,Online,Investment,Yes
TRANS011067,CUST00373,2024-11-15,38442.39,Debit,JPY,COUNTER5420,Mozambique,Online,Investment,Yes
TRANS011068,CUST00174,2024-04-24,18352.32,Credit,GBP,COUNTER1661,Comoros,ATM,Business,Yes
TRANS011069,CUST00803,2024-07-24,39879.7,Debit,EUR,COUNTER1298,Somalia,ATM,Personal,Yes
TRANS011070,CUST00207,2024-02-19,68224.79,Transfer,JPY,COUNTER1415,New Zealand,ATM,Business,Yes
TRANS011071,CUST00682,2024-05-25,22253.56,Transfer,GBP,COUNTER2436,Mozambique,Branch,Personal,Yes
TRANS011072,CUST00277,2024-01-04,13460.55,Debit,GBP,COUNTER9731,Monaco,Online,Investment,Yes
TRANS011073,CUST00263,2024-09-24,59352.96,Debit,GBP,COUNTER7406,Trinidad and Tobago,Online,Investment,Yes
TRANS011074,CUST00715,2024-08-23,60297.3,Debit,EUR,COUNTER4001,Reunion,Online,Investment,Yes
TRANS011075,CUST00096,2024-05-18,84537.25,Credit,USD,COUNTER4822,Nicaragua,Branch,Investment,Yes
TRANS011076,CUST00500,2024-09-18,16976.42,Transfer,USD,COUNTER8703,Northern Mariana Islands,ATM,Investment,Yes
TRANS011077,CUST00410,2024-08-20,51821.67,Credit,JPY,COUNTER1322,Serbia,Branch,Personal,Yes
TRANS011078,CUST00940,2024-01-08,63876.35,Transfer,GBP,COUNTER8169,South Georgia and the South Sandwich Islands,Online,Investment,Yes
TRANS011079,CUST00586,2024-02-05,7884.41,Credit,USD,COUNTER8982,Morocco,ATM,Personal,No
TRANS011080,CUST00035,2024-07-19,92182.53,Credit,GBP,COUNTER7263,American Samoa,Branch,Business,Yes
TRANS011081,CUST00553,2024-09-26,67995.49,Transfer,EUR,COUNTER2747,Finland,Branch,Personal,Yes
TRANS011082,CUST00014,2024-05-08,87135.09,Debit,USD,COUNTER2003,Greenland,Online,Investment,Yes
TRANS011083,CUST00732,2024-04-23,70102.15,Transfer,USD,COUNTER8866,Denmark,Branch,Business,Yes
TRANS011084,CUST00521,2024-01-14,33983.8,Credit,GBP,COUNTER8898,Turkey,Online,Personal,Yes
TRANS011085,CUST00499,2024-09-30,58907.57,Debit,JPY,COUNTER7534,Syrian Arab Republic,Online,Business,Yes
TRANS011086,CUST00967,2024-05-01,46839.29,Transfer,GBP,COUNTER4695,French Polynesia,Branch,Personal,Yes
TRANS011087,CUST00042,2024-11-18,13239.82,Debit,GBP,COUNTER1303,Mayotte,Branch,Business,Yes
TRANS011088,CUST00498,2024-11-01,36994.46,Debit,JPY,COUNTER7817,Hungary,Branch,Personal,Yes
TRANS011089,CUST00339,2024-11-04,21895.21,Credit,GBP,COUNTER4112,Saint Vincent and the Grenadines,ATM,Personal,Yes
TRANS011090,CUST00433,2024-04-23,15252.95,Debit,EUR,COUNTER2034,Belarus,Branch,Investment,Yes
TRANS011091,CUST00849,2024-07-16,4748.15,Debit,USD,COUNTER5410,Heard Island and McDonald Islands,Online,Investment,No
TRANS011092,CUST00522,2024-10-02,24305.49,Credit,JPY,COUNTER2290,Eritrea,ATM,Business,Yes
TRANS011093,CUST00062,2024-04-20,87259.56,Credit,USD,COUNTER2588,Cuba,Online,Investment,Yes
TRANS011094,CUST00304,2024-07-04,75933.55,Transfer,USD,COUNTER7156,France,Branch,Investment,Yes
TRANS011095,CUST00087,2024-07-17,84853.5,Debit,GBP,COUNTER1706,Algeria,Branch,Investment,Yes
TRANS011096,CUST00559,2024-06-06,59172.59,Transfer,GBP,COUNTER5990,Congo,Branch,Investment,Yes
TRANS011097,CUST00978,2024-11-01,73930.42,Transfer,GBP,COUNTER7686,Benin,Online,Personal,Yes
TRANS011098,CUST00275,2024-11-14,31206.05,Credit,JPY,COUNTER9678,Heard Island and McDonald Islands,Online,Business,Yes
TRANS011099,CUST00695,2024-10-20,11080.69,Credit,EUR,COUNTER7839,Turks and Caicos Islands,Online,Personal,Yes
TRANS011100,CUST00507,2024-08-19,12516.19,Credit,USD,COUNTER8318,Jordan,ATM,Personal,Yes
TRANS011101,CUST00242,2024-05-18,12420.29,Transfer,JPY,COUNTER6052,India,Online,Business,Yes
TRANS011102,CUST00257,2024-02-27,69374.8,Debit,EUR,COUNTER4919,French Polynesia,ATM,Investment,Yes
TRANS011103,CUST00213,2024-10-08,82973.4,Transfer,JPY,COUNTER5287,American Samoa,ATM,Personal,Yes
TRANS011104,CUST00227,2024-07-21,24756.39,Credit,USD,COUNTER5101,Mali,Branch,Personal,Yes
TRANS011105,CUST01000,2024-09-13,43621.81,Credit,USD,COUNTER6880,India,Branch,Investment,Yes
TRANS011106,CUST00015,2024-10-30,71367.04,Transfer,EUR,COUNTER9483,Guadeloupe,Branch,Personal,Yes
TRANS011107,CUST00396,2024-01-31,48669.6,Debit,USD,COUNTER2749,Senegal,Branch,Investment,Yes
TRANS011108,CUST00669,2024-05-08,67615.42,Debit,GBP,COUNTER4174,Qatar,Online,Investment,Yes
TRANS011109,CUST00940,2024-03-22,27660.76,Transfer,EUR,COUNTER7449,Guatemala,Online,Personal,Yes
TRANS011110,CUST00374,2024-12-02,72680.72,Transfer,EUR,COUNTER9665,Syrian Arab Republic,Branch,Business,Yes
TRANS011111,CUST00128,2024-02-16,87164.08,Transfer,JPY,COUNTER3229,Burkina Faso,Branch,Investment,Yes
TRANS011112,CUST00354,2024-09-08,97396.73,Credit,JPY,COUNTER3833,Korea,Online,Personal,Yes
TRANS011113,CUST00105,2024-02-15,51065.51,Transfer,JPY,COUNTER1757,Mayotte,Online,Investment,Yes
TRANS011114,CUST00881,2024-05-07,75276.04,Debit,JPY,COUNTER1651,Bouvet Island (Bouvetoya),Online,Business,Yes
TRANS011115,CUST00032,2024-10-31,60033.79,Debit,USD,COUNTER4531,Malta,Online,Personal,Yes
TRANS011116,CUST00859,2024-02-27,66445.15,Debit,GBP,COUNTER8399,Egypt,Branch,Personal,Yes
TRANS011117,CUST00651,2024-07-02,32707.44,Debit,USD,COUNTER6740,Swaziland,ATM,Personal,Yes
TRANS011118,CUST00501,2024-11-24,49043.93,Debit,USD,COUNTER3736,Gambia,ATM,Business,Yes
TRANS011119,CUST00087,2024-07-13,24892.11,Transfer,EUR,COUNTER2565,United Arab Emirates,Branch,Investment,Yes
TRANS011120,CUST00124,2024-09-23,15811.06,Credit,JPY,COUNTER7568,Lao People's Democratic Republic,Branch,Business,Yes
TRANS011121,CUST00486,2024-09-02,23304.68,Transfer,JPY,COUNTER6166,Tokelau,ATM,Business,Yes
TRANS011122,CUST00012,2024-03-12,29475.73,Transfer,JPY,COUNTER8282,Rwanda,Branch,Personal,Yes
TRANS011123,CUST00494,2024-07-15,62243.7,Debit,USD,COUNTER9587,Netherlands,Online,Personal,Yes
TRANS011124,CUST00646,2024-01-04,18030.01,Debit,USD,COUNTER1727,Botswana,Branch,Investment,Yes
TRANS011125,CUST00220,2024-01-19,5239.47,Credit,GBP,COUNTER2335,Honduras,ATM,Personal,No
TRANS011126,CUST00636,2024-10-11,46535.0,Credit,USD,COUNTER9836,Denmark,ATM,Personal,Yes
TRANS011127,CUST00555,2024-07-04,7395.55,Credit,USD,COUNTER3676,Belgium,Branch,Personal,No
TRANS011128,CUST00311,2024-01-01,3111.77,Credit,GBP,COUNTER1163,Singapore,Online,Investment,No
TRANS011129,CUST00251,2024-04-12,4334.48,Debit,GBP,COUNTER7011,United Kingdom,Branch,Personal,No
TRANS011130,CUST00265,2024-01-31,45433.27,Transfer,GBP,COUNTER6964,Belize,Branch,Business,Yes
TRANS011131,CUST00610,2024-11-17,39117.85,Transfer,USD,COUNTER4275,Niue,Online,Personal,Yes
TRANS011132,CUST00301,2024-05-18,49122.39,Transfer,USD,COUNTER6062,Maldives,Branch,Business,Yes
TRANS011133,CUST00127,2024-05-03,63163.29,Transfer,JPY,COUNTER9336,Moldova,ATM,Business,Yes
TRANS011134,CUST00252,2024-12-06,66417.61,Debit,GBP,COUNTER8548,Bermuda,Branch,Business,Yes
TRANS011135,CUST00168,2024-12-07,81678.95,Debit,JPY,COUNTER4555,Niger,Online,Investment,Yes
TRANS011136,CUST00170,2024-09-09,99942.54,Credit,EUR,COUNTER6283,Oman,ATM,Business,Yes
TRANS011137,CUST00637,2024-05-31,94651.04,Debit,JPY,COUNTER3935,Algeria,Branch,Business,Yes
TRANS011138,CUST00738,2024-11-24,6323.17,Credit,GBP,COUNTER6718,Togo,Online,Personal,No
TRANS011139,CUST00219,2024-09-30,83030.26,Debit,JPY,COUNTER5237,Netherlands,Branch,Investment,Yes
TRANS011140,CUST00485,2024-10-12,91396.2,Transfer,GBP,COUNTER3379,Holy See (Vatican City State),Online,Personal,Yes
TRANS011141,CUST00337,2024-02-03,18112.54,Debit,EUR,COUNTER4608,Congo,Online,Business,Yes
TRANS011142,CUST00744,2024-06-22,2480.48,Transfer,GBP,COUNTER6041,Guam,Branch,Business,No
TRANS011143,CUST00104,2024-06-05,8530.98,Credit,GBP,COUNTER6357,Dominican Republic,ATM,Personal,No
TRANS011144,CUST00276,2024-02-09,6965.24,Transfer,JPY,COUNTER6743,Japan,Online,Personal,No
TRANS011145,CUST00465,2024-03-16,99165.97,Credit,USD,COUNTER9655,Papua New Guinea,Online,Business,Yes
TRANS011146,CUST00387,2024-05-30,91610.45,Credit,JPY,COUNTER1850,Turkey,Online,Personal,Yes
TRANS011147,CUST00147,2024-11-18,51346.52,Debit,USD,COUNTER2576,Bulgaria,Online,Personal,Yes
TRANS011148,CUST00578,2024-08-10,65225.98,Credit,EUR,COUNTER5963,Netherlands Antilles,Branch,Investment,Yes
TRANS011149,CUST00171,2024-11-19,69501.59,Debit,GBP,COUNTER8733,Canada,ATM,Investment,Yes
TRANS011150,CUST00798,2024-06-06,24484.38,Transfer,GBP,COUNTER5911,Mayotte,ATM,Investment,Yes
TRANS011151,CUST00114,2024-06-04,25087.37,Transfer,JPY,COUNTER4534,Tanzania,Branch,Personal,Yes
TRANS011152,CUST00610,2024-08-07,5912.98,Transfer,USD,COUNTER2313,United States Virgin Islands,Branch,Investment,No
TRANS011153,CUST00760,2024-06-02,59384.17,Transfer,EUR,COUNTER4813,Rwanda,Online,Investment,Yes
TRANS011154,CUST00477,2024-03-23,8145.29,Debit,USD,COUNTER9198,Svalbard & Jan Mayen Islands,Online,Personal,No
TRANS011155,CUST00325,2024-11-02,88017.11,Debit,EUR,COUNTER1442,Ecuador,ATM,Investment,Yes
TRANS011156,CUST00638,2024-02-20,73688.17,Transfer,USD,COUNTER6779,Falkland Islands (Malvinas),ATM,Personal,Yes
TRANS011157,CUST00178,2024-04-22,4823.28,Transfer,JPY,COUNTER1377,Cayman Islands,Online,Investment,No
TRANS011158,CUST00510,2024-06-01,87793.06,Debit,EUR,COUNTER6847,Angola,ATM,Investment,Yes
TRANS011159,CUST00477,2024-03-29,73372.89,Transfer,JPY,COUNTER1528,Monaco,Online,Investment,Yes
TRANS011160,CUST00096,2024-04-06,16154.6,Credit,JPY,COUNTER4156,United States Minor Outlying Islands,Online,Personal,Yes
TRANS011161,CUST00746,2024-11-28,76192.11,Transfer,GBP,COUNTER5075,Romania,Branch,Business,Yes
TRANS011162,CUST00512,2024-03-24,77490.78,Debit,GBP,COUNTER3030,Greenland,ATM,Personal,Yes
TRANS011163,CUST00568,2024-02-12,58490.54,Transfer,JPY,COUNTER4294,Dominican Republic,Online,Personal,Yes
TRANS011164,CUST00292,2024-10-21,81930.77,Transfer,JPY,COUNTER3153,Rwanda,Online,Investment,Yes
